application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20250158,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,2.34,4.1,0.3,0,4.2,50.7,IELTS,4.548845600622915,HSK3,Rejected,No Scholarship
BIT20250159,Undergraduate,Russia,Life Science,English-taught,2.63,4.7,2.5,0,6.3,41.9,IELTS,4.944975132357118,HSK2,Rejected,No Scholarship
BIT20250160,Postgraduate,Zimbabwe,Electronics Science and Technology,English-taught,3.5,5.3,5.7,0,8.1,71.9,IELTS,5.482523181050073,HSK1,Rejected,No Scholarship
BIT20250161,Undergraduate,Kazakhstan,Foreign Languages,Chinese-taught,3.85,8.3,9.2,2,8.6,75.5,IELTS,7.4513794857937725,HSK5,Admitted,Partial Scholarship
BIT20250162,Postgraduate,Mongolia,Applied Economics,Chinese-taught,3.25,5.2,5.4,0,5.6,83.4,TOEFL,88.06349928578406,HSK4,Rejected,No Scholarship
BIT20250163,Postgraduate,Russia,Design,English-taught,3.48,6.7,6.2,0,8.0,71.5,TOEFL,96.01801929326211,HSK2,Admitted,No Scholarship
BIT20250164,Postgraduate,Mongolia,Physics,English-taught,2.38,4.5,4.2,0,4.9,45.2,TOEFL,66.26457069415865,HSK1,Rejected,No Scholarship
BIT20250165,Undergraduate,Kenya,Automation,English-taught,2.77,4.5,5.1,1,7.1,75.6,IELTS,6.408265456534232,HSK2,Rejected,No Scholarship
BIT20250166,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,2.45,2.7,2.6,0,5.6,59.6,TOEFL,94.35021144746636,HSK4,Rejected,No Scholarship
BIT20250167,Undergraduate,India,Mechanical Engineering,English-taught,2.89,2.0,4.7,0,6.1,69.8,TOEFL,81.05023649047219,HSK3,Rejected,No Scholarship
BIT20250168,Undergraduate,Egypt,Automation,English-taught,3.14,3.2,6.8,1,7.2,73.9,IELTS,6.700539444771115,HSK2,Rejected,No Scholarship
BIT20250169,Undergraduate,Zimbabwe,Medical Technology,English-taught,3.67,7.5,7.8,3,8.5,100.0,TOEFL,102.30129552502738,HSK2,Admitted,Full Scholarship
BIT20250170,Postgraduate,France,Chemical Engineering and Technology,Chinese-taught,3.04,2.5,0.3,0,5.5,59.3,TOEFL,55.238711662607194,HSK3,Rejected,No Scholarship
BIT20250171,Postgraduate,Zimbabwe,Chemical Engineering and Technology,Chinese-taught,2.82,5.8,5.7,0,8.0,87.2,TOEFL,98.71365787877036,HSK4,Rejected,No Scholarship
BIT20250172,Undergraduate,Egypt,Mechanical Engineering,English-taught,2.88,5.1,6.5,0,5.8,78.1,TOEFL,79.68327028398157,HSK2,Rejected,No Scholarship
BIT20250173,Postgraduate,Thailand,Optical Engineering,English-taught,2.08,4.1,3.6,1,6.0,77.3,TOEFL,106.60544114038697,HSK1,Rejected,No Scholarship
BIT20250174,Undergraduate,Morocco,Cyberspace Science and Technology,English-taught,2.1,6.1,5.1,0,5.5,74.6,DUOLINGO,38.16312572295611,HSK1,Rejected,No Scholarship
BIT20250175,Postgraduate,Brazil,Education,English-taught,2.27,4.0,5.2,0,5.3,64.8,DUOLINGO,63.09432221653526,HSK3,Rejected,No Scholarship
BIT20250176,Undergraduate,Thailand,Mechatronical Engineering,English-taught,2.47,6.9,4.4,0,8.1,65.9,IELTS,5.991690616348256,HSK1,Rejected,No Scholarship
BIT20250177,Postgraduate,Thailand,Statistics,English-taught,3.32,3.4,5.2,0,6.5,76.8,TOEFL,73.490839147697,HSK3,Rejected,No Scholarship
BIT20250178,Undergraduate,Morocco,Materials Science and Engineering,Chinese-taught,2.34,7.7,4.7,0,6.7,37.6,IELTS,5.3896709774890015,HSK3,Rejected,No Scholarship
BIT20250179,Dual Degree,Morocco,Joint Mechanical Engineering,Chinese-taught,2.91,1.7,2.9,0,4.8,71.2,TOEFL,78.0245337935072,HSK3,Rejected,No Scholarship
BIT20250180,Undergraduate,Kenya,Medical Technology,English-taught,3.49,4.4,6.4,0,7.4,84.4,TOEFL,74.253458238089,HSK2,Rejected,No Scholarship
BIT20250181,Undergraduate,Russia,Economics,English-taught,3.19,6.1,5.2,0,6.8,84.9,IELTS,5.820433492206327,HSK1,Rejected,No Scholarship
BIT20250182,Undergraduate,France,Information and Electronics,English-taught,3.65,9.1,6.8,1,8.1,82.1,IELTS,7.395450960829565,HSK2,Admitted,Partial Scholarship
BIT20250183,Dual Degree,France,Joint Computer Science Program,English-taught,2.67,3.7,1.5,0,5.9,84.1,IELTS,4.899952195449029,HSK2,Rejected,No Scholarship
BIT20250184,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.57,3.7,5.9,0,9.8,83.3,IELTS,7.009271803749518,HSK5,Admitted,Partial Scholarship
BIT20250185,Undergraduate,Mongolia,Mathematics and Statistics,English-taught,3.57,7.8,5.9,3,9.4,85.2,TOEFL,105.62399266865724,HSK3,Admitted,Partial Scholarship
BIT20250186,Postgraduate,Kenya,Mechanical Engineering,English-taught,3.08,8.1,6.0,0,7.4,79.6,TOEFL,90.30963704912499,HSK2,Rejected,No Scholarship
BIT20250187,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.09,6.3,5.4,0,6.3,57.7,TOEFL,67.15322098215142,HSK3,Rejected,No Scholarship
BIT20250188,Postgraduate,Indonesia,Business Administration,English-taught,3.06,5.7,7.7,1,5.6,71.1,TOEFL,101.79999889894493,HSK1,Rejected,No Scholarship
BIT20250189,Postgraduate,Malaysia,Design,English-taught,3.07,1.9,5.7,0,6.4,70.2,IELTS,4.329606566178838,HSK1,Rejected,No Scholarship
BIT20250190,Undergraduate,Thailand,Foreign Languages,Chinese-taught,2.49,5.4,4.9,0,5.6,71.3,IELTS,3.856295285102893,HSK4,Rejected,No Scholarship
BIT20250191,Undergraduate,India,Automation,English-taught,2.96,5.8,6.0,0,6.0,70.1,DUOLINGO,91.63135175408149,HSK2,Admitted,No Scholarship
BIT20250192,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,3.35,4.9,5.2,2,7.0,77.6,TOEFL,102.05964923749578,HSK4,Admitted,Partial Scholarship
BIT20250193,Dual Degree,Morocco,Joint Mechanical Engineering,English-taught,2.46,2.9,2.1,0,5.9,81.4,TOEFL,63.14403548782117,HSK1,Rejected,No Scholarship
BIT20250194,Postgraduate,Russia,Physics,English-taught,3.54,7.0,8.2,5,8.7,93.0,TOEFL,106.71757343955068,HSK3,Admitted,Partial Scholarship
BIT20250195,Undergraduate,Kazakhstan,Medical Technology,English-taught,3.17,6.4,3.2,1,6.7,62.2,IELTS,5.845133793642768,HSK2,Rejected,No Scholarship
BIT20250196,Undergraduate,Morocco,Foreign Languages,English-taught,1.77,2.3,2.8,0,6.2,64.6,DUOLINGO,47.456449873527454,HSK3,Rejected,No Scholarship
BIT20250197,Postgraduate,India,Physics,Chinese-taught,3.83,6.2,6.7,3,7.1,87.1,TOEFL,116.53354448243878,HSK6,Admitted,Partial Scholarship
BIT20250198,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,2.02,3.2,2.1,0,6.8,68.8,IELTS,2.927226010103239,HSK4,Rejected,No Scholarship
BIT20250199,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.81,9.3,6.6,4,8.6,96.1,IELTS,7.20243297489038,HSK6,Admitted,Full Scholarship
BIT20250200,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.97,8.3,3.3,0,8.5,99.5,IELTS,5.283306204272554,HSK5,Admitted,No Scholarship
BIT20250201,Postgraduate,Zimbabwe,Cyberspace Science and Technology,Chinese-taught,2.81,6.1,4.4,2,6.0,62.8,IELTS,4.2078188227847875,HSK3,Rejected,No Scholarship
BIT20250202,Undergraduate,Egypt,Art and Design,English-taught,3.12,6.7,7.7,0,6.1,70.9,IELTS,7.06917761699014,HSK2,Admitted,No Scholarship
BIT20250203,Undergraduate,India,Foreign Languages,English-taught,3.0,8.5,5.5,2,8.0,85.9,IELTS,7.551532747331062,HSK1,Admitted,No Scholarship
BIT20250204,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.79,4.5,4.7,1,7.3,88.8,IELTS,5.624079870593691,HSK4,Admitted,Partial Scholarship
BIT20250205,Postgraduate,Thailand,Applied Economics,English-taught,3.85,8.1,6.4,1,6.7,88.5,TOEFL,110.73517498660472,HSK3,Admitted,No Scholarship
BIT20250206,Undergraduate,Kazakhstan,Law,English-taught,2.93,7.8,4.7,0,8.8,82.3,IELTS,5.572213297149681,HSK3,Rejected,No Scholarship
BIT20250207,Undergraduate,Pakistan,Automation,Chinese-taught,2.96,4.6,3.1,2,5.8,81.4,IELTS,6.0396204784258085,HSK5,Rejected,No Scholarship
BIT20250208,Postgraduate,Morocco,Mechanical Engineering,English-taught,3.6,9.5,7.3,1,8.3,99.5,TOEFL,107.1052295663449,HSK3,Admitted,Partial Scholarship
BIT20250209,Undergraduate,Pakistan,Foreign Languages,English-taught,3.21,3.9,3.9,1,4.8,67.7,TOEFL,70.70370620459911,HSK2,Rejected,No Scholarship
BIT20250210,Undergraduate,Mongolia,Humanities and Social Sciences,English-taught,2.5,6.0,1.5,0,6.5,56.6,DUOLINGO,49.446754970083475,HSK1,Rejected,No Scholarship
BIT20250211,Postgraduate,Thailand,Mathematics,English-taught,3.81,8.2,10.0,6,8.2,99.0,TOEFL,104.32003072688737,HSK2,Admitted,Full Scholarship
BIT20250212,Postgraduate,France,Control Science and Engineering,Chinese-taught,2.03,2.6,4.3,0,5.8,67.3,IELTS,2.9215829291083057,HSK3,Rejected,No Scholarship
BIT20250213,Postgraduate,Morocco,Optical Engineering,English-taught,2.53,4.6,5.8,1,7.7,100.0,TOEFL,82.04837934185721,HSK1,Rejected,No Scholarship
BIT20250214,Undergraduate,Egypt,Computer Science and Technology,Chinese-taught,3.64,6.5,8.1,0,8.4,80.4,DUOLINGO,119.82858840775812,HSK5,Admitted,Partial Scholarship
BIT20250215,Postgraduate,France,Physics,English-taught,3.01,4.7,4.4,0,4.8,75.6,DUOLINGO,80.32270932459268,HSK1,Rejected,No Scholarship
BIT20250216,Undergraduate,Russia,Optics and Photonics,Chinese-taught,3.06,4.2,2.1,0,7.2,69.0,TOEFL,85.63033320046698,HSK5,Rejected,No Scholarship
BIT20250217,Undergraduate,Malaysia,Mechanical Engineering,English-taught,3.17,4.8,4.0,0,9.6,81.4,TOEFL,95.85535031963427,HSK3,Admitted,No Scholarship
BIT20250218,Postgraduate,Kazakhstan,Design,English-taught,2.85,2.3,0.4,0,6.1,44.9,TOEFL,79.06615463112612,HSK2,Rejected,No Scholarship
BIT20250219,Postgraduate,Malaysia,Mathematics,Chinese-taught,3.81,8.1,7.7,3,9.7,87.4,IELTS,8.006314429361366,HSK5,Admitted,Full Scholarship
BIT20250220,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,1.79,6.6,2.5,0,7.1,72.7,TOEFL,69.86524202014874,HSK4,Rejected,No Scholarship
BIT20250221,Postgraduate,Zimbabwe,Control Science and Engineering,English-taught,2.82,5.0,2.3,0,5.6,46.8,TOEFL,44.60549271727207,HSK3,Rejected,No Scholarship
BIT20250222,Postgraduate,Kenya,Business Administration,English-taught,2.78,8.9,2.1,0,7.6,70.6,IELTS,2.8807341160478463,HSK1,Rejected,No Scholarship
BIT20250223,Undergraduate,Morocco,Chemistry and Chemical Engineering,English-taught,2.71,3.6,4.3,0,6.5,71.0,DUOLINGO,121.63867118780149,HSK1,Rejected,No Scholarship
BIT20250224,Undergraduate,Egypt,Materials Science and Engineering,Chinese-taught,3.03,5.0,4.5,0,7.7,79.5,IELTS,6.456664959304424,HSK5,Admitted,No Scholarship
BIT20250225,Undergraduate,Malaysia,Life Science,English-taught,3.45,5.7,5.2,0,6.9,75.1,IELTS,6.7099897954683625,HSK1,Admitted,No Scholarship
BIT20250226,Undergraduate,Mongolia,Materials Science and Engineering,Chinese-taught,3.1,0.4,5.2,0,5.7,76.2,IELTS,5.816442676184954,HSK4,Rejected,No Scholarship
BIT20250227,Dual Degree,Pakistan,Joint Computer Science Program,English-taught,1.91,8.4,2.7,1,5.7,100.0,TOEFL,79.04107150458915,HSK2,Rejected,No Scholarship
BIT20250228,Undergraduate,Indonesia,Mathematics and Statistics,English-taught,2.44,4.5,6.6,0,6.2,60.3,TOEFL,99.12662105036733,HSK1,Rejected,No Scholarship
BIT20250229,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.07,8.0,4.9,0,7.6,71.0,IELTS,5.74315120835215,HSK3,Rejected,No Scholarship
BIT20250230,Postgraduate,Mongolia,Cyberspace Science and Technology,Chinese-taught,3.6,6.2,6.2,0,8.2,79.5,TOEFL,103.84858353810117,HSK4,Admitted,No Scholarship
BIT20250231,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.45,2.9,2.9,0,6.1,66.7,IELTS,4.17921766252858,HSK4,Rejected,No Scholarship
BIT20250232,Postgraduate,France,Applied Economics,English-taught,2.76,1.4,7.4,0,5.5,73.8,TOEFL,90.40451030844663,HSK1,Rejected,No Scholarship
BIT20250233,Postgraduate,Malaysia,Law,Chinese-taught,1.84,3.8,5.2,0,3.6,59.9,TOEFL,83.5292455184382,HSK4,Rejected,No Scholarship
BIT20250234,Postgraduate,Ethiopia,Information and Communication Engineering,Chinese-taught,2.07,6.0,2.9,0,6.7,62.9,DUOLINGO,41.05222637225073,HSK3,Rejected,No Scholarship
BIT20250235,Undergraduate,India,Chemistry and Chemical Engineering,English-taught,3.15,4.1,5.4,0,6.2,49.9,DUOLINGO,117.67776439896899,HSK1,Rejected,No Scholarship
BIT20250236,Postgraduate,Russia,Design,English-taught,2.62,1.6,1.5,0,7.0,60.5,IELTS,4.897239537923465,HSK2,Rejected,No Scholarship
BIT20250237,Undergraduate,Morocco,Economics,English-taught,3.02,4.8,6.5,1,6.3,71.1,TOEFL,70.87138711503175,HSK3,Rejected,No Scholarship
BIT20250238,Undergraduate,Kazakhstan,Economics,Chinese-taught,3.37,7.2,4.5,0,8.0,57.5,DUOLINGO,109.3830179698624,HSK5,Rejected,No Scholarship
BIT20250239,Postgraduate,Brazil,Optical Engineering,Chinese-taught,3.0,3.7,6.7,3,9.2,84.1,IELTS,6.848125785857541,HSK4,Admitted,No Scholarship
BIT20250240,Undergraduate,Indonesia,Mathematics and Statistics,English-taught,3.89,7.5,7.7,0,8.8,96.2,IELTS,7.388544503562533,HSK1,Admitted,Full Scholarship
BIT20250241,Dual Degree,Egypt,Joint Mechanical Engineering,English-taught,3.11,1.4,3.7,0,7.0,76.2,TOEFL,86.51214117803661,HSK1,Rejected,No Scholarship
BIT20250242,Dual Degree,Mongolia,Joint Computer Science Program,English-taught,3.21,4.8,6.2,0,6.9,59.0,TOEFL,81.98420356144507,HSK2,Rejected,No Scholarship
BIT20250243,Dual Degree,Egypt,Joint Mechanical Engineering,Chinese-taught,3.62,8.0,7.9,2,8.9,87.0,DUOLINGO,129.70454202971277,HSK5,Admitted,Full Scholarship
BIT20250244,Undergraduate,France,Humanities and Social Sciences,English-taught,2.86,0.0,3.7,0,6.0,56.1,TOEFL,90.05559767140264,HSK3,Rejected,No Scholarship
BIT20250245,Undergraduate,Kenya,Mathematics and Statistics,English-taught,3.58,8.9,8.2,2,8.5,85.7,TOEFL,107.76611986460436,HSK3,Admitted,Partial Scholarship
BIT20250246,Dual Degree,Zimbabwe,Joint Mechanical Engineering,English-taught,2.58,5.5,2.9,0,5.2,83.5,DUOLINGO,70.54166385641423,HSK3,Rejected,No Scholarship
BIT20250247,Postgraduate,Pakistan,Biomedical Engineering,Chinese-taught,2.6,3.9,4.0,1,5.2,56.3,IELTS,4.846178042795862,HSK3,Rejected,No Scholarship
BIT20250248,Dual Degree,Russia,Joint Computer Science Program,English-taught,2.8,2.5,4.6,1,7.3,60.8,TOEFL,103.5162048630022,HSK3,Admitted,No Scholarship
BIT20250249,Dual Degree,Kenya,Joint Business Administration Program,English-taught,3.34,7.9,7.0,1,9.0,66.5,DUOLINGO,84.05609167527528,HSK1,Rejected,No Scholarship
BIT20250250,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,3.27,5.4,4.7,0,7.3,79.2,TOEFL,93.20421419024593,HSK4,Admitted,Partial Scholarship
BIT20250251,Undergraduate,India,Art and Design,English-taught,3.44,6.7,3.2,1,8.4,73.9,IELTS,6.42981706410906,HSK1,Admitted,Partial Scholarship
BIT20250252,Undergraduate,Brazil,Medical Technology,English-taught,2.73,4.0,2.5,0,5.6,64.4,TOEFL,81.78924116837443,HSK1,Rejected,No Scholarship
BIT20250253,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,2.21,7.5,1.2,0,5.0,79.4,TOEFL,100.17055689824663,HSK3,Rejected,No Scholarship
BIT20250254,Undergraduate,Malaysia,Automation,Chinese-taught,2.96,7.5,2.0,0,4.7,64.0,DUOLINGO,106.52756860562857,HSK3,Rejected,No Scholarship
BIT20250255,Undergraduate,France,Foreign Languages,Chinese-taught,2.77,1.0,5.3,0,7.2,61.7,IELTS,5.664139709373629,HSK3,Rejected,No Scholarship
BIT20250256,Postgraduate,Zimbabwe,Computer Science and Technology,English-taught,3.85,6.5,8.5,2,9.6,76.2,TOEFL,107.013469905667,HSK1,Admitted,Partial Scholarship
BIT20250257,Dual Degree,Ethiopia,Joint Computer Science Program,English-taught,2.59,1.9,3.5,0,6.0,63.9,IELTS,5.408101017870658,HSK2,Rejected,No Scholarship
BIT20250258,Postgraduate,Morocco,Mathematics,English-taught,3.27,5.3,5.1,0,6.6,63.7,TOEFL,109.02710184687733,HSK2,Rejected,No Scholarship
BIT20250259,Postgraduate,Ethiopia,Mathematics,English-taught,3.16,8.2,6.1,2,5.8,87.1,TOEFL,78.91184210147807,HSK1,Rejected,No Scholarship
BIT20250260,Undergraduate,Kenya,Economics,Chinese-taught,3.37,2.9,1.5,0,9.1,67.7,DUOLINGO,60.99670470694425,HSK3,Rejected,No Scholarship
BIT20250261,Postgraduate,Russia,Law,English-taught,2.64,7.3,6.9,0,9.8,84.1,TOEFL,83.77073634260265,HSK2,Rejected,No Scholarship
BIT20250262,Dual Degree,Kazakhstan,Joint Mechanical Engineering,English-taught,2.4,6.3,1.5,0,3.5,65.8,DUOLINGO,90.15966638022431,HSK1,Rejected,No Scholarship
BIT20250263,Undergraduate,India,Cyberspace Science and Technology,English-taught,2.23,3.0,3.7,0,5.8,61.1,TOEFL,70.3280135631263,HSK3,Rejected,No Scholarship
BIT20250264,Postgraduate,Kazakhstan,Law,English-taught,2.57,1.0,4.9,0,5.3,47.9,TOEFL,43.183872783714726,HSK3,Rejected,No Scholarship
BIT20250265,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.52,5.6,3.8,0,7.6,68.8,IELTS,6.066220759796074,HSK4,Admitted,Partial Scholarship
BIT20250266,Postgraduate,Morocco,Law,English-taught,1.99,4.2,4.4,0,5.9,66.6,IELTS,5.156972469401963,HSK2,Rejected,No Scholarship
BIT20250267,Postgraduate,Morocco,Education,English-taught,2.68,5.6,4.8,1,7.5,93.4,IELTS,6.827920380987679,HSK2,Rejected,No Scholarship
BIT20250268,Postgraduate,Kenya,Materials Science and Technology,English-taught,2.67,5.0,5.8,0,8.1,73.1,IELTS,6.3850115195861505,HSK1,Rejected,No Scholarship
BIT20250269,Undergraduate,Egypt,Information and Electronics,Chinese-taught,2.86,6.7,4.4,0,6.6,47.2,IELTS,4.056349138305792,HSK4,Rejected,No Scholarship
BIT20250270,Undergraduate,India,Materials Science and Engineering,English-taught,2.86,6.1,6.4,0,8.6,85.2,TOEFL,109.15919418400074,HSK2,Admitted,No Scholarship
BIT20250271,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.0,5.1,9.2,0,7.0,64.3,DUOLINGO,105.23928892840819,HSK5,Admitted,No Scholarship
BIT20250272,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.34,4.0,5.1,0,5.4,62.4,TOEFL,83.8589164490205,HSK3,Rejected,No Scholarship
BIT20250273,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.39,5.4,4.2,0,5.4,84.7,IELTS,5.278006173843925,HSK3,Rejected,No Scholarship
BIT20250274,Dual Degree,Kenya,Joint Computer Science Program,English-taught,2.92,8.3,6.9,1,7.0,84.3,TOEFL,78.5847042563625,HSK3,Rejected,No Scholarship
BIT20250275,Postgraduate,France,Control Science and Engineering,Chinese-taught,3.24,5.6,6.6,0,7.2,100.0,TOEFL,77.36492538837066,HSK4,Admitted,No Scholarship
BIT20250276,Postgraduate,Thailand,Applied Economics,English-taught,2.89,5.9,8.7,0,8.1,74.8,TOEFL,64.45122716270852,HSK1,Rejected,No Scholarship
BIT20250277,Chinese Language,India,Chinese Language and Culture,Chinese-taught,3.24,2.8,2.3,0,6.6,91.3,TOEFL,83.17423174506554,HSK3,Rejected,No Scholarship
BIT20250278,Postgraduate,Kazakhstan,Information and Communication Engineering,Chinese-taught,2.67,8.5,5.9,1,4.1,49.5,IELTS,1.6934540519319956,HSK3,Rejected,No Scholarship
BIT20250279,Postgraduate,Zimbabwe,Applied Economics,English-taught,2.71,2.1,5.5,0,4.4,56.6,DUOLINGO,46.96313114376542,HSK1,Rejected,No Scholarship
BIT20250280,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.34,5.1,3.8,0,6.0,57.2,TOEFL,75.78254454153826,HSK3,Rejected,No Scholarship
BIT20250281,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.99,5.1,8.3,0,6.4,82.8,TOEFL,95.12344720630412,HSK4,Admitted,No Scholarship
BIT20250282,Undergraduate,Malaysia,Mechatronical Engineering,English-taught,2.61,5.5,4.7,0,4.5,73.2,IELTS,3.732701896880461,HSK1,Rejected,No Scholarship
BIT20250283,Undergraduate,Brazil,Mechatronical Engineering,English-taught,3.22,6.6,7.1,0,6.2,67.4,IELTS,6.025457624525593,HSK3,Admitted,No Scholarship
BIT20250284,Undergraduate,France,Cyberspace Science and Technology,English-taught,3.52,7.6,4.8,1,9.0,78.9,TOEFL,94.74972746322446,HSK2,Admitted,Partial Scholarship
BIT20250285,Postgraduate,Morocco,Applied Economics,English-taught,3.13,6.4,3.6,0,6.9,74.8,DUOLINGO,118.13840779972219,HSK1,Rejected,No Scholarship
BIT20250286,Undergraduate,Thailand,Mechatronical Engineering,Chinese-taught,2.92,7.7,3.6,0,7.1,67.2,TOEFL,83.52028218581914,HSK4,Admitted,No Scholarship
BIT20250287,Postgraduate,Brazil,Biomedical Engineering,English-taught,2.89,3.4,3.4,0,4.2,69.2,IELTS,4.934797091240866,HSK1,Rejected,No Scholarship
BIT20250288,Postgraduate,Malaysia,Computer Science and Technology,English-taught,1.87,5.4,2.0,0,4.7,80.0,TOEFL,79.25862235012042,HSK2,Rejected,No Scholarship
BIT20250289,Undergraduate,Pakistan,Automation,English-taught,3.82,4.3,5.2,0,6.9,82.8,TOEFL,100.02003320247032,HSK1,Admitted,No Scholarship
BIT20250290,Postgraduate,France,Statistics,English-taught,2.64,2.3,4.4,0,4.1,71.6,IELTS,5.50617207862058,HSK1,Rejected,No Scholarship
BIT20250291,Undergraduate,Zimbabwe,Automation,English-taught,3.2,5.4,4.2,0,7.6,94.6,DUOLINGO,106.71131071277107,HSK3,Admitted,No Scholarship
BIT20250292,Undergraduate,Russia,Foreign Languages,English-taught,1.98,6.7,5.6,0,5.4,72.3,TOEFL,51.57699987948434,HSK1,Rejected,No Scholarship
BIT20250293,Chinese Language,India,Chinese Language and Culture,Chinese-taught,3.2,5.5,5.8,1,7.2,87.7,TOEFL,96.96096436517783,HSK4,Admitted,Partial Scholarship
BIT20250294,Undergraduate,Kenya,Chemistry and Chemical Engineering,Chinese-taught,3.73,8.0,6.3,1,8.7,81.3,TOEFL,93.94172091161215,HSK5,Admitted,Partial Scholarship
BIT20250295,Undergraduate,Zimbabwe,Optics and Photonics,Chinese-taught,3.9,8.5,6.7,2,8.4,90.4,IELTS,7.659699452561743,HSK5,Admitted,Full Scholarship
BIT20250296,Postgraduate,Indonesia,Design,English-taught,3.06,3.4,3.6,0,7.5,59.4,IELTS,7.3821561579745305,HSK1,Rejected,No Scholarship
BIT20250297,Chinese Language,India,Chinese Language and Culture,Chinese-taught,2.91,2.5,3.7,1,7.4,78.1,TOEFL,78.84785983599706,HSK4,Admitted,No Scholarship
