application_id,program_category,bit_program_applied,degree_language,previous_gpa,academic_ranking_percentile,math_physics_background_score,research_alignment_score,publication_count,technical_competitions,english_test_type,english_score,chinese_proficiency,chinese_study_duration_months,language_certificate_authenticity,home_country,belt_road_country,developing_country,previous_china_experience,bit_partner_university,age,gender,financial_guarantee_available,family_income_tier,sponsorship_type,previous_scholarship,scholarship_essay_score,interview_score,sop_score,recommendation_strength,cultural_adaptability_score,document_authenticity_score,health_certificate_status,previous_visa_refusals,application_completeness_score,admission_decision,scholarship_tier,scholarship_amount_rmb
BIT20250092,Postgraduate,Physics,Chinese-taught,3.72,79,5.1,8.1,0,2,NO_EXAM,100.0,HSK6,1,0.8,Kazakhstan,1,1,0,0,34,Male,1,Medium,University,0,7.7,70.3,5.9,7.0,5.6,0.91,Valid,0,0.84,Rejected,None,0
BIT20250093,Chinese Language,Chinese Language and Culture,Chinese-taught,2.69,17,7.7,4.9,2,2,TOEFL,95.0,HSK6,4,0.83,Thailand,1,1,0,1,30,Male,1,Medium,University,1,7.3,80.7,7.6,5.7,5.3,0.81,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250094,Postgraduate,Cyberspace Science and Technology,Chinese-taught,2.17,33,6.0,2.1,2,0,TOEFL,84.1,HSK5,5,0.78,Kenya,0,0,1,0,34,Male,1,Medium,University,0,8.1,71.9,8.4,8.4,9.2,0.89,Valid,0,0.83,Rejected,None,0
BIT20250095,Chinese Language,Chinese Language and Culture,Chinese-taught,3.12,47,5.3,7.4,0,3,IELTS,81.0,HSK6,7,0.98,Russia,1,0,0,0,29,Male,1,High,University,0,5.7,65.7,6.6,9.0,7.5,0.83,Valid,0,0.81,Rejected,None,0
BIT20250096,Postgraduate,Design,English-taught,3.52,52,5.9,7.0,1,2,TOEFL,79.9,NO_EXAM,3,0.81,Kazakhstan,1,1,0,0,31,Female,1,Low,Government,0,4.3,68.0,5.7,6.4,8.4,0.71,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250097,Postgraduate,Master of Business Administration (MBA),English-taught,3.78,80,5.1,2.5,0,0,IELTS,83.6,NO_EXAM,10,0.9,Zimbabwe,0,1,0,0,26,Male,0,Low,Self-funded,0,5.5,91.8,9.0,9.0,7.2,0.91,Valid,0,0.94,Admitted,Partial,25203
BIT20250098,Postgraduate,Chemical Engineering and Technology,English-taught,3.11,93,9.4,9.0,0,5,TOEFL,84.5,NO_EXAM,6,0.77,Morocco,1,1,0,0,29,Female,1,Medium,Company,0,5.1,78.6,9.3,6.4,7.1,0.87,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250099,Undergraduate,Life Science,Chinese-taught,3.14,9,6.4,1.0,0,3,IELTS,97.6,HSK5,10,0.77,Kenya,1,0,0,0,34,Female,1,Low,University,1,9.5,80.6,6.4,8.5,6.5,0.83,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250100,Undergraduate,Medical Technology,English-taught,3.76,33,5.5,9.8,0,0,TOEFL,100.0,NO_EXAM,6,0.75,Thailand,1,0,0,0,33,Female,1,Medium,Government,0,9.1,70.3,7.1,5.6,7.8,0.76,Valid,1,0.88,Admitted,Full,53699
BIT20250101,Undergraduate,Mathematics and Statistics,English-taught,2.55,60,6.7,8.6,1,2,IELTS,87.0,HSK1,3,0.83,Morocco,1,1,0,1,29,Female,1,High,Self-funded,0,5.9,74.2,5.4,7.1,5.8,0.89,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250102,Postgraduate,Applied Economics,English-taught,3.14,93,5.9,6.9,0,2,IELTS,76.5,NO_EXAM,0,0.86,Indonesia,0,0,0,1,27,Male,0,Medium,Government,0,9.0,73.9,6.1,7.6,8.6,0.78,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250103,Undergraduate,Life Science,English-taught,3.38,77,8.5,9.4,0,2,TOEFL,79.5,NO_EXAM,2,0.7,Pakistan,1,0,1,0,19,Male,1,High,Government,1,5.3,77.2,8.8,8.6,7.7,0.83,Valid,2,0.89,Rejected,None,0
BIT20250104,Postgraduate,Biomedical Engineering,Chinese-taught,3.48,21,9.8,7.2,1,4,TOEFL,83.2,HSK5,1,0.95,Ethiopia,0,0,0,0,20,Male,1,Low,Self-funded,0,5.2,63.4,6.8,8.3,9.2,0.72,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250105,Dual Degree,Joint Mechanical Engineering,English-taught,3.1,58,6.6,1.9,0,0,IELTS,74.7,NO_EXAM,11,0.85,India,1,1,0,0,22,Male,1,Low,University,1,8.6,90.9,8.0,9.3,9.6,0.93,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250106,Undergraduate,Automation,Chinese-taught,3.31,85,9.2,4.4,0,0,IELTS,73.2,HSK5,2,0.75,Brazil,1,1,0,0,33,Male,1,Medium,Self-funded,0,6.0,79.8,9.7,5.9,9.5,0.73,Valid,0,0.84,Rejected,None,0
BIT20250107,Postgraduate,Master of Engineering Management,Chinese-taught,2.3,69,7.4,0.7,0,1,DUOLINGO,100.0,HSK5,4,0.72,Malaysia,0,0,0,1,30,Female,1,Medium,Self-funded,1,4.4,82.0,8.6,8.3,8.0,0.97,Valid,2,0.89,Rejected,None,0
BIT20250108,Chinese Language,Chinese Language and Culture,Chinese-taught,3.04,10,4.9,3.9,0,3,TOEFL,88.0,HSK5,10,0.72,Kenya,1,1,0,1,19,Male,1,Medium,Self-funded,1,8.3,89.1,7.3,5.6,6.6,0.96,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250109,Undergraduate,Materials Science and Engineering,English-taught,3.48,6,8.1,7.4,0,2,IELTS,76.7,NO_EXAM,11,0.78,Brazil,1,0,0,0,18,Male,1,High,University,1,9.9,88.4,6.8,7.4,6.8,0.99,Valid,0,0.83,Rejected,None,0
BIT20250110,Undergraduate,Computer Science and Technology,English-taught,2.91,13,7.1,3.9,1,2,TOEFL,93.2,NO_EXAM,0,0.85,Zimbabwe,1,1,0,0,26,Female,1,High,Government,1,7.4,74.2,6.0,7.6,8.3,0.97,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250111,Undergraduate,Art and Design,English-taught,3.32,65,7.9,3.3,0,1,IELTS,73.2,NO_EXAM,4,0.96,Malaysia,1,1,0,0,22,Male,1,Medium,Self-funded,0,5.6,86.0,8.8,5.1,8.6,0.99,Valid,0,0.81,Rejected,None,0
BIT20250112,Undergraduate,Management,Chinese-taught,3.48,20,9.3,6.0,1,1,IELTS,74.0,HSK5,1,0.97,Zimbabwe,0,1,0,0,20,Male,1,Low,Government,1,6.2,85.9,5.6,5.4,5.8,0.97,Valid,2,0.92,Rejected,None,0
BIT20250113,Dual Degree,Joint Business Administration Program,English-taught,3.16,57,6.6,8.7,1,0,TOEFL,77.0,NO_EXAM,3,0.95,Brazil,1,0,0,0,22,Male,1,Medium,Self-funded,0,7.9,83.2,5.3,9.2,10.0,0.73,Invalid,0,0.84,Rejected,None,0
BIT20250114,Chinese Language,Chinese Language and Culture,Chinese-taught,3.37,46,9.4,0.5,0,1,DUOLINGO,100.0,HSK5,5,0.8,Kenya,1,1,0,0,29,Female,0,High,Government,0,8.2,90.6,5.5,6.4,5.5,0.83,Valid,0,0.8,Rejected,None,0
BIT20250115,Postgraduate,Electronics Science and Technology,English-taught,2.91,8,8.5,3.9,2,1,TOEFL,82.5,NO_EXAM,8,0.79,Malaysia,1,1,1,0,25,Male,1,Low,University,0,9.3,88.0,6.2,6.7,8.0,0.72,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250116,Chinese Language,Chinese Language and Culture,Chinese-taught,3.22,10,6.9,1.6,0,2,IELTS,60.6,HSK5,9,1.0,Zimbabwe,0,1,0,0,25,Female,1,Medium,Government,0,9.5,87.3,8.1,8.2,7.7,0.86,Valid,0,0.89,Admitted,Partial,22752
BIT20250117,Chinese Language,Chinese Language and Culture,Chinese-taught,3.54,73,7.6,7.0,0,2,DUOLINGO,97.1,HSK6,5,0.9,Indonesia,1,1,0,0,24,Male,1,Medium,Government,1,9.2,93.7,9.3,6.1,8.0,0.86,Valid,0,0.96,Admitted,Partial,28127
BIT20250118,Undergraduate,Computer Science and Technology,Chinese-taught,3.36,67,6.0,1.1,2,3,IELTS,81.9,HSK6,9,0.79,Brazil,0,1,0,0,19,Female,1,Low,Self-funded,0,7.9,80.3,10.0,6.0,7.7,0.98,Valid,0,0.88,Admitted,Partial,29074
BIT20250119,Chinese Language,Chinese Language and Culture,Chinese-taught,3.07,11,9.9,6.6,0,2,NO_EXAM,66.5,HSK6,10,0.8,Morocco,0,0,0,1,18,Male,1,Medium,Self-funded,0,6.7,80.6,8.7,7.1,5.3,0.99,Valid,1,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250120,Postgraduate,Management Science and Engineering,English-taught,3.39,12,8.0,2.9,0,1,IELTS,81.8,NO_EXAM,11,0.83,Egypt,1,0,0,1,18,Female,1,Low,University,0,8.1,88.2,5.7,5.3,10.0,0.78,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250121,Chinese Language,Chinese Language and Culture,Chinese-taught,3.59,10,4.3,2.0,0,1,IELTS,90.2,HSK5,1,0.89,France,0,0,0,1,25,Female,1,High,Government,0,8.0,78.2,6.4,9.6,9.9,0.87,Valid,1,0.84,Rejected,None,0
BIT20250122,Chinese Language,Chinese Language and Culture,Chinese-taught,2.48,25,6.0,9.4,0,3,TOEFL,89.0,HSK5,7,0.97,Kazakhstan,0,1,0,0,34,Male,1,Medium,Government,0,5.3,84.8,5.7,9.7,7.6,0.84,Valid,0,0.83,Rejected,None,0
BIT20250123,Undergraduate,Life Science,Chinese-taught,3.76,49,7.7,0.2,0,3,IELTS,100.0,HSK5,4,0.76,Zimbabwe,1,1,0,0,22,Male,0,Medium,University,0,7.0,74.4,5.6,7.2,6.0,0.86,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250124,Undergraduate,Humanities and Social Sciences,English-taught,3.17,49,4.3,4.4,1,2,TOEFL,76.5,NO_EXAM,8,0.73,Malaysia,1,1,1,0,31,Male,1,Low,University,1,5.2,57.2,7.8,6.0,5.9,0.86,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250125,Undergraduate,Information and Electronics,English-taught,3.47,89,4.1,0.2,1,2,TOEFL,85.5,HSK1,9,0.82,Brazil,1,1,0,1,25,Male,0,Low,University,1,9.4,86.0,9.5,7.4,5.3,0.97,Valid,0,0.92,Admitted,Partial,23333
BIT20250126,Postgraduate,Mathematics,English-taught,3.78,11,6.7,4.8,0,3,IELTS,78.0,NO_EXAM,8,0.77,Thailand,1,1,0,0,24,Female,1,High,Self-funded,0,5.9,64.5,8.4,5.5,8.1,0.97,Invalid,0,0.82,Rejected,None,0
BIT20250127,Chinese Language,Chinese Language and Culture,Chinese-taught,2.75,62,6.0,5.0,1,1,TOEFL,69.6,HSK5,3,0.87,India,1,0,0,0,31,Male,1,Low,University,0,8.8,73.0,9.0,7.0,7.4,0.74,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250128,Chinese Language,Chinese Language and Culture,Chinese-taught,3.02,36,6.6,3.2,1,2,IELTS,93.9,HSK5,0,0.91,Kazakhstan,1,0,0,0,31,Female,1,Low,Self-funded,0,6.3,88.2,7.5,5.4,7.1,0.8,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250129,Undergraduate,Physics,Chinese-taught,3.18,39,5.6,1.3,0,2,IELTS,89.6,HSK5,10,0.79,India,0,1,0,1,23,Female,0,Low,Self-funded,0,8.6,88.3,7.4,8.5,7.6,0.93,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250130,Postgraduate,Control Science and Engineering,English-taught,2.99,53,5.0,3.8,0,1,NO_EXAM,87.8,NO_EXAM,8,0.91,Kenya,1,0,0,1,20,Male,0,Medium,University,1,5.3,91.8,9.7,6.4,9.4,0.91,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250131,Postgraduate,Armament Science and Technology,Chinese-taught,3.99,90,8.1,6.7,0,1,DUOLINGO,89.3,HSK5,8,0.8,Kazakhstan,0,1,0,0,31,Male,1,Low,Government,0,8.6,59.8,8.6,7.6,5.4,0.89,Valid,0,0.97,Admitted,Partial,18816
BIT20250132,Undergraduate,Materials Science and Engineering,Chinese-taught,2.96,78,7.1,7.8,1,3,IELTS,78.1,HSK5,7,0.89,Kenya,1,0,1,1,31,Male,1,Medium,Self-funded,0,5.1,83.0,7.3,5.1,7.7,1.0,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250133,Undergraduate,Mechanical Engineering,English-taught,3.08,56,5.2,5.3,0,2,TOEFL,74.9,HSK1,4,0.89,Malaysia,1,1,0,0,20,Male,1,Medium,University,0,6.9,77.4,6.7,7.6,8.5,0.8,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250134,Undergraduate,Management,Chinese-taught,3.38,1,5.9,5.9,0,1,IELTS,85.4,HSK5,4,0.78,Russia,0,1,0,0,27,Male,0,Medium,Self-funded,0,4.7,89.9,5.5,5.0,9.9,0.85,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250135,Dual Degree,Joint Mechanical Engineering,English-taught,2.82,56,7.6,2.0,1,2,TOEFL,96.6,HSK1,9,0.89,Morocco,1,0,0,1,26,Male,1,High,Self-funded,0,7.2,94.8,9.1,9.6,8.7,0.99,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250136,Undergraduate,Information and Electronics,English-taught,3.14,4,4.4,2.9,0,2,NO_EXAM,100.0,NO_EXAM,5,0.81,Zimbabwe,1,1,0,0,24,Female,1,Low,Government,0,8.9,66.9,5.8,7.5,7.7,0.91,Valid,0,0.84,Rejected,None,0
BIT20250137,Postgraduate,Electronics Science and Technology,English-taught,3.43,30,4.9,1.6,0,4,IELTS,93.0,NO_EXAM,0,0.8,India,0,0,0,0,24,Male,1,Medium,Government,0,8.5,80.2,7.6,5.5,8.8,0.89,Valid,0,0.8,Rejected,None,0
BIT20250138,Postgraduate,Optical Engineering,Chinese-taught,3.17,12,4.4,2.5,0,1,DUOLINGO,85.3,HSK5,8,0.79,Thailand,0,1,0,1,24,Male,1,Low,Government,0,4.3,88.3,8.2,6.7,10.0,0.75,Valid,1,0.82,Rejected,None,0
BIT20250139,Undergraduate,Mathematics and Statistics,English-taught,3.26,35,8.9,2.2,0,0,IELTS,87.7,HSK3,4,0.8,Russia,1,0,1,0,29,Male,1,High,Company,1,7.0,76.6,8.7,5.2,9.4,0.77,Valid,0,0.84,Rejected,None,0
BIT20250140,Dual Degree,Joint Computer Science Program,English-taught,3.09,77,8.5,5.2,1,1,IELTS,85.1,NO_EXAM,6,0.94,India,0,1,0,1,21,Female,1,High,Company,0,9.1,97.5,5.4,7.7,5.4,0.81,Invalid,0,0.84,Rejected,None,0
BIT20250141,Dual Degree,Joint Computer Science Program,English-taught,2.69,52,8.5,5.6,0,0,NO_EXAM,74.7,NO_EXAM,10,0.77,Egypt,0,0,0,0,30,Female,1,Low,Government,1,7.9,76.0,5.1,5.6,7.9,0.84,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250142,Undergraduate,Economics,English-taught,3.43,31,8.3,9.4,1,1,TOEFL,85.2,NO_EXAM,7,0.9,Kenya,1,1,0,0,20,Male,0,Low,Government,1,4.4,77.0,8.5,7.4,8.9,0.85,Valid,0,0.88,Admitted,Partial,29125
BIT20250143,Postgraduate,Master of Engineering Management,English-taught,4.0,87,8.0,2.0,0,0,IELTS,71.7,NO_EXAM,4,0.97,Morocco,1,1,0,0,26,Female,1,Low,Government,0,6.0,69.3,7.3,6.5,8.4,0.97,Valid,0,0.86,Admitted,Partial,27156
BIT20250144,Undergraduate,Physics,Chinese-taught,3.31,68,6.9,6.4,0,0,TOEFL,83.8,HSK5,2,0.81,Thailand,1,1,0,1,30,Female,1,High,Government,0,7.3,81.5,5.9,8.8,7.1,0.73,Valid,0,0.81,Rejected,None,0
BIT20250145,Undergraduate,Cyberspace Science and Technology,Chinese-taught,3.39,52,7.9,8.2,0,0,IELTS,100.0,HSK6,5,0.71,France,1,1,0,0,18,Female,1,Medium,Self-funded,0,5.0,49.8,9.9,7.4,6.6,0.77,Valid,0,0.91,Admitted,Partial,17296
BIT20250146,Undergraduate,Medical Technology,English-taught,3.58,80,4.2,5.6,1,3,IELTS,93.2,NO_EXAM,6,0.71,Thailand,1,0,0,0,23,Female,1,High,Government,0,8.1,77.5,9.0,9.2,8.1,0.74,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250147,Postgraduate,Chemistry,Chinese-taught,2.79,7,7.7,2.6,1,0,NO_EXAM,75.8,HSK5,3,0.74,France,1,1,0,0,25,Female,1,Low,University,0,7.8,92.7,7.9,9.7,7.1,0.92,Valid,1,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250148,Postgraduate,Theoretical Economics,English-taught,3.98,22,8.7,2.6,0,0,TOEFL,84.3,HSK3,8,0.73,Ethiopia,1,1,1,1,34,Female,1,Medium,University,0,5.2,66.0,8.5,9.8,7.0,0.99,Valid,0,0.9,Admitted,Partial,15715
BIT20250149,Undergraduate,Materials Science and Engineering,Chinese-taught,3.38,93,7.0,0.4,0,1,DUOLINGO,76.7,HSK6,10,0.92,Mongolia,1,1,0,0,21,Male,1,Medium,Government,0,7.3,63.8,5.8,6.3,9.2,0.97,Valid,0,0.8,Rejected,None,0
BIT20250150,Undergraduate,Humanities and Social Sciences,English-taught,3.95,75,6.1,3.1,0,2,IELTS,84.4,NO_EXAM,3,0.79,France,0,1,1,0,29,Male,1,High,Self-funded,0,8.9,91.2,9.8,8.8,6.6,0.92,Valid,0,0.81,Rejected,None,0
BIT20250151,Dual Degree,Joint Business Administration Program,English-taught,3.01,56,5.7,7.4,0,0,TOEFL,95.4,NO_EXAM,10,0.9,Ethiopia,1,0,0,0,33,Female,0,Low,Self-funded,0,6.2,92.5,10.0,7.2,8.2,0.71,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250152,Undergraduate,Optics and Photonics,English-taught,4.0,97,7.9,0.5,2,2,NO_EXAM,91.5,NO_EXAM,9,0.71,France,0,1,0,0,27,Male,1,Low,Government,0,5.5,66.4,8.2,7.1,9.4,0.8,Valid,0,0.83,Rejected,None,0
BIT20250153,Undergraduate,Information and Electronics,Chinese-taught,3.61,58,8.2,2.2,0,4,IELTS,100.0,HSK6,1,0.79,Ethiopia,1,0,0,0,21,Male,1,High,University,0,8.2,97.3,8.3,9.3,8.1,0.96,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250154,Postgraduate,Aeronautical and Astronautical Science and Technology,English-taught,3.52,93,9.2,7.1,0,1,IELTS,96.9,HSK1,8,0.77,Russia,0,1,0,0,19,Male,1,Low,Government,1,4.4,84.3,8.5,5.7,7.5,0.9,Valid,0,0.82,Rejected,None,0
BIT20250155,Dual Degree,Joint Business Administration Program,English-taught,3.39,64,6.1,7.8,0,2,TOEFL,87.0,HSK2,3,0.78,Ethiopia,1,1,0,1,32,Male,1,Medium,Government,0,9.0,90.5,8.3,7.4,5.2,0.76,Valid,0,0.83,Rejected,None,0
BIT20250156,Undergraduate,Information and Electronics,English-taught,3.2,12,8.6,4.6,0,1,IELTS,91.8,NO_EXAM,3,0.76,Malaysia,1,0,0,0,26,Male,0,Medium,Government,1,9.7,72.1,7.2,8.0,8.4,0.84,Valid,2,0.93,Rejected,None,0
BIT20250157,Postgraduate,Power Engineering and Engineering Thermophysics,English-taught,3.78,7,7.4,7.0,0,2,IELTS,83.0,NO_EXAM,9,0.89,Malaysia,1,1,0,0,32,Female,1,Low,Company,0,9.8,94.9,7.7,5.3,10.0,0.73,Valid,0,0.85,Admitted,Full,46332
BIT20250158,Chinese Language,Chinese Language and Culture,Chinese-taught,3.36,55,9.3,3.9,2,0,DUOLINGO,73.7,HSK5,0,0.9,France,0,1,0,0,22,Female,0,Low,Self-funded,0,6.6,77.3,6.4,9.3,9.0,0.86,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250159,Undergraduate,Chemistry and Chemical Engineering,English-taught,2.51,62,7.2,1.6,0,4,NO_EXAM,98.1,NO_EXAM,1,0.74,Mongolia,0,1,0,1,20,Male,0,Medium,Self-funded,0,7.7,76.9,7.2,6.6,8.2,0.97,Valid,2,0.97,Rejected,None,0
BIT20250160,Postgraduate,Statistics,Chinese-taught,2.85,90,7.1,4.0,0,1,TOEFL,95.1,HSK6,11,0.92,Zimbabwe,1,1,0,0,34,Female,1,Low,University,0,9.1,84.8,7.2,8.3,7.3,0.71,Valid,2,0.95,Rejected,None,0
BIT20250161,Undergraduate,Physics,Chinese-taught,3.23,73,7.5,5.8,3,0,TOEFL,82.6,HSK5,2,0.78,Russia,0,1,0,1,30,Male,0,Low,Government,0,5.3,76.1,6.4,9.6,6.1,0.88,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250162,Postgraduate,Mathematics,English-taught,3.42,98,8.5,9.5,1,1,DUOLINGO,87.7,NO_EXAM,6,0.78,Thailand,1,1,0,1,20,Male,1,Medium,Company,0,4.2,64.8,8.9,8.6,8.5,0.77,Valid,0,0.81,Rejected,None,0
BIT20250163,Postgraduate,Instrument Science and Technology,Chinese-taught,3.28,77,9.8,0.7,0,1,TOEFL,97.4,HSK6,11,0.95,Kazakhstan,1,0,0,0,21,Female,1,High,Self-funded,1,6.3,81.3,7.0,9.4,5.9,1.0,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250164,Postgraduate,Information and Communication Engineering,English-taught,3.79,55,4.4,5.1,0,1,IELTS,93.5,NO_EXAM,8,0.97,Thailand,1,1,0,0,20,Female,1,Medium,Self-funded,0,9.3,76.8,7.8,5.3,9.4,0.72,Valid,0,0.88,Admitted,Partial,15474
BIT20250165,Undergraduate,Foreign Languages,Chinese-taught,2.52,36,4.3,3.3,0,1,IELTS,70.4,HSK5,11,0.95,Egypt,1,1,0,0,31,Male,0,Medium,University,1,7.0,72.3,5.8,7.5,6.8,0.89,Valid,0,0.83,Rejected,None,0
BIT20250166,Chinese Language,Chinese Language and Culture,Chinese-taught,3.36,89,9.6,5.1,1,0,IELTS,87.4,HSK6,4,0.74,India,1,1,1,1,33,Male,1,High,Self-funded,0,7.2,92.4,7.4,7.8,7.0,0.78,Valid,0,0.82,Rejected,None,0
BIT20250167,Undergraduate,Mathematics and Statistics,Chinese-taught,2.57,24,7.2,0.2,0,2,IELTS,83.3,HSK6,3,1.0,Ethiopia,0,1,0,1,29,Male,1,Medium,University,0,8.1,100.0,8.8,8.4,6.1,0.96,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250168,Undergraduate,Medical Technology,English-taught,3.6,44,7.7,3.1,0,4,IELTS,96.1,HSK1,1,0.9,Kenya,1,1,0,1,28,Female,1,High,University,0,7.4,70.8,7.2,5.6,7.4,0.74,Valid,0,0.85,Admitted,Partial,26004
BIT20250169,Undergraduate,Management,Chinese-taught,3.26,17,6.9,8.2,0,3,IELTS,95.3,HSK5,11,0.85,Mongolia,1,1,0,0,19,Male,0,Medium,Government,1,4.3,82.0,7.8,8.3,8.4,0.83,Invalid,0,0.94,Admitted,Partial,21209
BIT20250170,Postgraduate,Aeronautical and Astronautical Science and Technology,English-taught,3.47,2,4.6,5.5,0,2,IELTS,98.2,NO_EXAM,6,0.99,Indonesia,0,1,1,0,18,Male,0,Medium,Government,0,7.4,76.0,8.5,5.7,6.5,0.76,Valid,0,0.91,Admitted,Partial,19960
BIT20250171,Postgraduate,Materials Science and Technology,English-taught,2.95,13,8.6,4.5,0,1,IELTS,73.8,NO_EXAM,5,0.95,Indonesia,0,1,0,0,30,Female,1,Medium,Government,0,7.9,100.0,6.9,5.3,8.5,0.94,Valid,2,0.98,Rejected,None,0
BIT20250172,Undergraduate,Mathematics and Statistics,Chinese-taught,3.81,31,8.5,2.9,0,3,TOEFL,77.2,HSK5,11,0.91,Ethiopia,1,1,1,0,30,Female,1,High,Government,0,7.8,84.9,6.8,7.3,8.1,0.81,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250173,Postgraduate,Theoretical Economics,English-taught,3.72,93,5.9,3.0,0,0,IELTS,96.1,NO_EXAM,11,0.95,France,0,0,0,0,21,Female,0,Medium,Self-funded,0,8.4,89.3,5.4,8.0,6.9,0.76,Valid,0,0.83,Rejected,None,0
BIT20250174,Undergraduate,Law,English-taught,3.53,28,5.8,3.8,1,0,TOEFL,79.1,HSK2,6,0.82,Egypt,0,1,0,0,18,Female,1,Medium,Government,0,7.1,91.8,7.9,9.8,6.6,0.92,Valid,0,0.92,Admitted,Partial,20109
BIT20250175,Postgraduate,Mathematics,English-taught,3.25,60,9.0,8.4,0,2,IELTS,69.8,NO_EXAM,7,0.91,Indonesia,1,1,0,0,32,Male,1,Low,Self-funded,0,9.4,81.3,8.5,8.5,9.3,0.95,Valid,0,0.93,Admitted,Partial,25852
BIT20250176,Undergraduate,Information and Electronics,Chinese-taught,3.53,27,4.4,9.7,0,2,DUOLINGO,90.3,HSK5,8,0.76,Indonesia,0,1,0,0,34,Female,1,High,University,0,6.8,78.1,7.9,8.0,5.1,0.84,Valid,0,0.97,Admitted,Partial,18926
BIT20250177,Postgraduate,Optical Engineering,English-taught,3.02,15,9.3,4.4,1,2,NO_EXAM,79.5,HSK1,9,1.0,Mongolia,0,1,0,0,23,Male,1,Medium,University,0,7.1,95.2,6.4,6.1,8.6,0.81,Valid,1,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250178,Undergraduate,Aerospace Engineering,English-taught,3.64,95,5.5,3.9,0,3,TOEFL,100.0,HSK1,4,0.88,India,1,0,0,1,22,Female,1,Low,Government,1,8.7,87.8,6.3,5.8,7.1,0.89,Valid,0,0.83,Rejected,None,0
BIT20250179,Dual Degree,Joint Mechanical Engineering,Chinese-taught,3.96,79,7.6,8.5,0,4,TOEFL,88.0,HSK5,10,0.94,Egypt,0,1,0,0,18,Male,0,Medium,Government,1,9.0,71.5,5.8,8.0,8.6,0.9,Valid,1,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250180,Undergraduate,Medical Technology,Chinese-taught,3.73,33,9.6,4.3,1,2,NO_EXAM,86.6,HSK6,4,0.82,Russia,1,1,0,1,33,Female,1,Low,Government,0,7.9,72.8,5.2,6.1,7.5,0.9,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250181,Undergraduate,Physics,English-taught,3.01,20,8.1,5.5,1,0,IELTS,81.3,HSK3,3,0.93,Mongolia,0,0,0,0,31,Male,1,Low,University,0,4.8,76.1,7.1,8.5,5.4,0.78,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250182,Undergraduate,Management,English-taught,3.44,42,6.5,2.3,1,0,NO_EXAM,100.0,HSK3,10,0.82,India,1,0,0,0,22,Male,1,Low,Self-funded,0,6.0,91.6,5.8,5.6,9.9,0.98,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250183,Dual Degree,Joint Business Administration Program,English-taught,2.78,12,8.1,7.4,0,1,TOEFL,88.6,HSK2,2,0.88,Thailand,1,0,0,0,20,Male,1,Low,Company,0,4.1,94.7,8.5,6.7,5.4,0.76,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250184,Chinese Language,Chinese Language and Culture,Chinese-taught,3.53,73,6.1,5.3,1,2,TOEFL,80.9,HSK6,6,0.93,Malaysia,0,1,0,0,20,Female,0,Low,University,0,5.8,100.0,9.8,8.9,5.8,0.81,Valid,0,0.97,Admitted,Full,49893
